0.0001,53.169345904669036,2.9673350361579085,27.968345754567657,53.16934590466784
0.0002,68.15551095866341,3.820328391717167,inf,68.15551095476211
0.0003,16.797531052379316,4.977855741229249,inf,16.797530971134375
0.0004,22.280914224437915,4.120795725636138e+117,inf,22.285172883327316
0.0005,52.888543823819205,inf,inf,52.888820050588926
0.0006,27.485083621777154,2.0781469285662037e+141,inf,35.26758020047365
0.0007,8.831481066632193,1.34410000529449e+59,inf,8.831488511190502
0.0008,37.409386411916685,inf,inf,43.036823908652835
0.0009,57.84833858919084,inf,inf,58.246907073609144
0.001,9.773721686243672,3.283557380123784e+58,inf,19.382336036520776
