experiment_mode,seed,delta,filter,failed,failure_message,number_of_updates,final_time,armse_post_update,mean_nees,median_nees,mean_nis,median_nis,mean_covariance_trace,median_covariance_trace,mean_covariance_condition,median_covariance_condition,mean_iterations_used,max_iterations_used,mean_roundtrip_relative_error,max_roundtrip_relative_error,measurement_model,state_dimension,measurement_dimension
fixed_horizon,1006,0.1,SR-EKF,0,,20,2.0,2.101037890085215,74105848.44900098,3181208.4823343614,17826217964.99996,107238.71126238248,2.1878913871499283e-06,1.4992756863461488e-06,1351.4461561923893,5.494273851073696,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1006,0.1,IDEKF,0,,20,2.0,2.815817053126517,9888913.386847842,1754060.5843686387,156309049588.5335,127854.06242611661,1.4838540328654255e-05,2.4041320880282358e-06,128.40493745829542,6.601211214732017,5.0,5,5.47281589637711e-18,4.7747893685575255e-17,nonlin_cubic,2,2
fixed_horizon,1007,0.1,EKF,0,,20,2.0,1.2084222770231472,131574331.75315766,1913386.8433511122,1030669.456608433,21891.148701560745,2.0515873395735416e-06,1.762019778079908e-06,649.5875417546825,18.462264032427846,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1007,0.1,SR-EKF,0,,20,2.0,1.250308536421296,20547480.775397323,1062481.1672792314,1030997.7904008677,21762.316344716637,2.0758139569972796e-06,1.8164043310278011e-06,5776.3617771191,2055.050847484524,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1007,0.1,IDEKF,0,,20,2.0,1.516461074107056,1233045.422159021,445374.87485873204,128694943267.23709,47564.49408163385,2.5212612403813663e-05,8.603549132760153e-06,30.36288260069258,10.3180074002239,5.0,5,1.530362465739731e-17,1.2040987490362623e-16,nonlin_cubic,2,2
fixed_horizon,1008,0.1,EKF,0,,20,2.0,1.9825615076133183,3227710148.6922855,8157488.497077731,537539.0552117287,32103.069597217007,2.2655350865934594e-06,1.9989400472209788e-06,23.341583601143622,4.231045189947121,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1008,0.1,SR-EKF,0,,20,2.0,1.0437232393633133,2246853.7881209045,555112.8205223773,454558.8889925312,16786.0690043636,2.2823364765157756e-06,2.0479671534277536e-06,3356.8262909215264,148.99800283229496,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1008,0.1,IDEKF,0,,20,2.0,1.3470116370802079,1395632590.5846415,899288.6853256226,144559765119.77637,19853.77813096698,1.323891685599688e-05,1.2636347725784543e-05,14.375799182671859,11.16309821910712,5.0,5,1.1511407138011961e-17,9.177164363762873e-17,nonlin_cubic,2,2
fixed_horizon,1009,0.1,EKF,0,,20,2.0,2.077205088748078,4222270.263339427,1706085.7226593657,5345154064197.439,106034.8292514058,2.3319595064865143e-06,1.6383474800970009e-06,46.86216247547566,4.412421196802589,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1009,0.1,SR-EKF,0,,20,2.0,1.8768657738006416,78642275.37954739,1274318.0135638937,5574596112104.722,80410.94947779132,2.33747967466732e-06,2.0258781656593807e-06,676.6334543785554,6.769501591011462,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1009,0.1,IDEKF,0,,20,2.0,2.772211803836567,274384836633.75726,14809553.181811437,5135439831920.775,95736.35699106737,1.797416538810597e-05,2.6481215987781276e-06,249.03250674655442,6.044884482589152,5.0,5,2.406896394957602e-17,1.397761735938845e-16,nonlin_cubic,2,2
fixed_horizon,1010,0.1,EKF,0,,20,2.0,1.4430032244392716,1576003.977817362,390240.0514657843,403298333127.88464,46435.6564838311,7.597110544528546e-06,4.259729064246885e-06,20.68283804150749,10.254871640113423,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1010,0.1,SR-EKF,0,,20,2.0,2.697141759433152,2199480904.8266726,5091076.486823205,400043597177.1355,53257.37694692962,3.88425026996822e-06,2.504489430885326e-06,1933.8841930618414,6.225885779498978,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1010,0.1,IDEKF,0,,20,2.0,22.262936620164353,103544820177810.48,1080419.9479281912,1254617000714.752,25637.211274581154,1.016957120785301e-05,3.4251942705076866e-06,33682.407526398936,20.738954397421693,5.0,5,2.901480892340215e-17,1.3958878784990304e-16,nonlin_cubic,2,2
fixed_horizon,1011,0.1,EKF,0,,20,2.0,3.3318473354721583,3100749.5620822213,646434.321515924,1237467.6635271208,37245.56758635032,3.4328990493957347e-06,2.10167722686622e-06,12.331179309200962,3.0169664072748743,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1011,0.1,SR-EKF,0,,20,2.0,3.3318473359645053,3100749.5638622018,646434.3213911877,1237467.6632387394,37245.5675985559,3.4328990428622066e-06,2.1016772271773228e-06,12.331182132582732,3.0169664068660005,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1011,0.1,IDEKF,0,,20,2.0,5.10558561284706,985749422.9060644,220622873.5660831,272674312506730.6,8628776.77210117,1.3775003609220967e-05,2.375034173256407e-07,58.950937378317214,3.3600456026684427,5.0,5,1.7250893257954656e-17,1.291594388286853e-16,nonlin_cubic,2,2
fixed_horizon,1012,0.1,EKF,0,,20,2.0,5.437677647729783,6688205.357276777,1577498.3002475942,127990610407.11165,134995.91940709023,3.892815942204794e-06,2.066822052228079e-06,10.378943284889164,3.5159234256185545,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1012,0.1,SR-EKF,0,,20,2.0,5.4371177084204865,20204146.584064152,1890610.9114152268,128023195029.28403,134995.92625926933,3.465881669743233e-06,1.9746649941643724e-06,650.2991236756466,3.9083457294515545,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1012,0.1,IDEKF,0,,20,2.0,3.6362646876456006,32262430.537540115,8057065.805883052,271754646437345.44,56074.51971448766,2.0631728927057873e-05,1.5436065856395775e-05,176.8739357754167,13.338633288246779,5.0,5,3.3694840576698135e-17,1.7160216147151041e-16,nonlin_cubic,2,2
fixed_horizon,1013,0.1,EKF,0,,20,2.0,1.889806872743701,4830244.110611173,964401.1084922294,106359002886.60349,59063.406403819754,4.5953626267222115e-06,2.41815068781483e-06,18.30397634210224,3.6122437828140623,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1013,0.1,SR-EKF,0,,20,2.0,1.9124515858729405,1280340272.0863507,498307.5024076242,106358954028.71637,30497.924517927517,3.0977691554451135e-06,2.3967213271052005e-06,661.9626510199075,5.266012083678477,nan,nan,nan,nan,nonlin_cubic,2,2
fixed_horizon,1013,0.1,IDEKF,0,,20,2.0,4.1073931900381515,3282444647.9989696,557337.2358272017,15637312952487.535,35425.32943955275,6.500948738847345e-06,4.331736979137554e-06,68.96616168981322,12.7736163450051,5.0,5,2.1147765065489742e-17,1.3487650042497897e-16,nonlin_cubic,2,2
fixed_horizon,1014,0.1,EKF,0,,20,2.0,1.398673752149771,1483771.5762655989,506187.2967649953,23367877341.691124,17712.20547409109,3.545337358271552e-06,2.531612416866946e-06,23.85746451143079,4.72406890727665,nan,nan,nan,nan,nonlin_cubic,2,2
