experiment_mode,delta,seed,EKF_ARMSE,SR_EKF_ARMSE,IDEKF_ARMSE,EKF_minus_IDEKF,SR_EKF_minus_IDEKF,IDEKF_beats_EKF,IDEKF_beats_SR_EKF
fixed_horizon,0.1,1137,2.237123458150144,3.5819617819916147,1.1442840380517834,1.0928394200983607,2.4376777439398314,1,1
fixed_horizon,0.1,1138,1.7424276600287676,1.6024349564809406,2.2106762596075606,-0.46824859957879306,-0.6082413031266201,0,0
fixed_horizon,0.1,1139,2.305189045346516,2.523110693227427,3.124698402258131,-0.819509356911615,-0.6015877090307038,0,0
fixed_horizon,0.1,1140,3.0773350255515766,2.6097722448528895,2.8181687429490783,0.2591662826024983,-0.20839649809618876,1,0
fixed_horizon,0.1,1141,2.0626461834093504,1.409064370776034,2.5439026171778343,-0.4812564337684839,-1.1348382464018003,0,0
fixed_horizon,0.1,1142,1.420987988221382,1.4145030004075345,2.5946930328811915,-1.1737050446598094,-1.180190032473657,0,0
fixed_horizon,0.1,1143,5.729429167011844,5.729429167220391,0.7474915023819341,4.98193766462991,4.981937664838457,1,1
fixed_horizon,0.1,1144,1.601667343071016,2.82464172274925,4.368479153199023,-2.766811810128007,-1.543837430449773,0,0
fixed_horizon,0.1,1145,1.89996756921861,2.055926890726389,3.0242112286536127,-1.1242436594350027,-0.9682843379272237,0,0
fixed_horizon,0.1,1146,3.1111681372808078,2.8153322104358027,2.4525394051128515,0.6586287321679563,0.3627928053229512,1,1
fixed_horizon,0.1,1147,2.389196055144802,2.247863110518554,2.657887477073377,-0.26869142192857476,-0.4100243665548229,0,0
fixed_horizon,0.1,1148,3.1468875350198315,4.084072382210876,8.921533237602173,-5.774645702582341,-4.8374608553912966,0,0
fixed_horizon,0.1,1149,5.78525023977336,4.202750270601133,2.4082991807068526,3.3769510590665073,1.79445108989428,1,1
fixed_horizon,0.1,1150,2.47683036942226,2.476953958054849,2.4648585512796912,0.011971818142568758,0.012095406775157969,1,1
fixed_horizon,0.1,1151,6.404920773526257,2.2989511994689384,6.842438153769619,-0.43751738024336184,-4.543486954300681,0,0
fixed_horizon,0.1,1152,1.1012669252642453,2.3429780922741488,3.079494357205458,-1.9782274319412128,-0.7365162649313093,0,0
fixed_horizon,0.1,1153,5.518617267334191,5.5226761243016815,5.890535498515299,-0.371918231181108,-0.3678593742136176,0,0
fixed_horizon,0.1,1154,1.0130361384969369,1.0209975867410177,1.519784514155021,-0.5067483756580842,-0.4987869274140033,0,0
fixed_horizon,0.1,1155,2.2528870205505123,1.908643011382321,2.322344245661432,-0.06945722511091956,-0.4137012342791109,0,0
fixed_horizon,0.1,1156,1.6082039847326388,1.5770495872132129,1.8533361028540272,-0.24513211812138835,-0.2762865156408143,0,0
fixed_horizon,0.1,1157,2.4273124193820044,2.4341359023973714,2.6656008750155435,-0.23828845563353918,-0.23146497261817212,0,0
fixed_horizon,0.1,1158,4.770217213166692,2.3918446226478687,2.617624733171284,2.152592479995408,-0.22578011052341518,1,0
fixed_horizon,0.1,1159,1.6551396073476659,1.6373137063956427,1.464389494757076,0.19075011259058994,0.17292421163856675,1,1
