experiment_mode,delta,paired_runs,mean_EKF_minus_IDEKF,median_EKF_minus_IDEKF,IDEKF_win_rate_vs_EKF,mean_SR_EKF_minus_IDEKF,median_SR_EKF_minus_IDEKF,IDEKF_win_rate_vs_SR_EKF
fixed_horizon,0.1,200,-0.1686409388462455,-0.22127436218330865,0.38,-0.6285684091925674,-0.35575323764660616,0.29
fixed_horizon,0.2,200,-0.29447813133962286,-0.2595616494388924,0.38,-0.9560690693989631,-0.4368517282619422,0.315
fixed_horizon,0.7,200,1.3962706445507092,0.08527227492045308,0.73,0.3747502898240726,0.08736911321833829,0.705
fixed_horizon,0.8,200,2.1656706395817213,0.6658645513249017,0.69,0.004934128478166802,0.2601812402782673,0.61
fixed_updates,0.1,200,0.008680463936195584,0.01717480348248529,0.62,0.008680463940104181,0.0171748034812767,0.62
fixed_updates,0.2,200,-3.817386727668134,-0.4031688449878583,0.255,-3.9484486755848427,-0.4355721982107912,0.24
fixed_updates,0.7,200,0.6849313446262316,0.2621771847786245,0.655,-0.525955176143681,-0.05503099345681983,0.48
fixed_updates,0.8,200,2.2062285389172938,0.9734894647537646,0.71,0.2523047374090537,0.46853726663819617,0.61
