seed,delta,case,measurement,sigma,Rmode,metric,include_initial,truth_noise,truth_qscale,P0_scale,x0_perturb,EKF_armse,EKF_time,EKF_failed,EKF_failure_message,SR-EKF_armse,SR-EKF_time,SR-EKF_failed,SR-EKF_failure_message,IDEKF_armse,IDEKF_time,IDEKF_failed,IDEKF_failure_message,SR_minus_IDEKF,IDEKF_percent_improvement_over_SR,IDEKF_beats_SR,EKF_minus_IDEKF
59,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.48981507171,0.460073249997,0,,3.75203694844,0.360213999986,0,,3.00412988003,0.566651667003,0,,0.747907068415,19.9333609635,1,-0.514314808313
60,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.4850912118,0.41944758303,0,,2.2187230366,0.299943250022,0,,0.95660022035,0.380325207952,0,,1.26212281625,56.8850999169,1,0.528490991452
61,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.02211571409,0.282836750033,0,,1.04487369025,0.301855875005,0,,1.74053748353,0.361797040969,0,,-0.695663793284,-66.5787453334,0,1.28157823056
62,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.58247899304,0.504532374965,0,,2.08706492431,0.292905042006,0,,2.19540761372,0.454094458022,0,,-0.108342689405,-5.19115089055,0,0.387071379322
63,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.09530640249,0.411929499998,0,,1.0949309655,0.370973540994,0,,2.87169185501,0.241183416976,0,,-1.77676088951,-162.271498889,0,-1.77638545252
64,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.86884737052,0.29422000004,0,,2.40546829857,0.302505708009,0,,4.32144344872,0.281768124958,0,,-1.91597515015,-79.6508169026,0,-0.452596078203
65,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,4.21047795606,0.397528209025,0,,1.95163350472,0.288346874993,0,,2.81915462389,0.429219292011,0,,-0.867521119161,-44.4510261307,0,1.39132333218
66,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.86982377124,0.296379290987,0,,1.94554082752,0.315108084003,0,,1.46322766908,0.413897624996,0,,0.482313158435,24.7906983813,1,0.406596102153
67,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.45325335225,0.583162333001,0,,2.89281582209,0.389641958056,0,,2.97047898229,0.275345167029,0,,-0.0776631601987,-2.68469079869,0,-1.51722563004
68,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.959190513005,0.302062041999,0,,0.948309781815,0.302934166975,0,,14.1895793427,0.381287333032,0,,-13.2412695609,-1396.30211717,0,-13.2303888297
69,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.73824460921,0.348260833009,0,,1.54214440715,0.345606749994,0,,1.85304044759,0.362909834017,0,,-0.310896040439,-20.1599823595,0,-0.114795838383
70,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.86002342166,0.498052583018,0,,1.65835776704,0.292582416034,0,,3.20065373044,0.299379542004,0,,-1.54229596341,-93.0014013903,0,-1.34063030878
71,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.23720915139,0.349761292047,0,,1.90807062116,0.300295791996,0,,1.66543901665,0.293286166969,0,,0.242631604512,12.7160704547,1,0.57177013474
72,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,6.79932677085,0.158462249965,0,,6.79932677089,0.164423374983,0,,3.73460229132,0.38999020803,0,,3.06472447957,45.0739401537,1,3.06472447952
73,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.99465045945,0.217972957995,0,,1.61744565114,0.306976084015,0,,2.92766865995,0.401642082958,0,,-1.31022300881,-81.0056899217,0,0.0669817995033
74,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,5.60649428218,0.259758875007,0,,1.97288082437,0.298657416017,0,,2.82695042854,0.512889832957,0,,-0.854069604168,-43.2904812909,0,2.77954385364
75,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.902805687586,0.282533082995,0,,0.902633127538,0.288568958989,0,,1.1601019446,0.439753832994,0,,-0.257468817065,-28.5241931866,0,-0.257296257017
76,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.75877059619,0.293650709034,0,,1.69978352646,0.313801124983,0,,2.54875692848,0.362571416015,0,,-0.848973402021,-49.9459718727,0,-0.789986332288
77,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.29590434538,0.291349582956,0,,1.28860121558,0.285188249953,0,,1.53613333815,0.285585625039,0,,-0.247532122571,-19.2093659061,0,-0.240228992769
78,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.10100085244,0.69049483398,0,,3.44889384516,0.372491542017,0,,2.73903068622,0.302937083005,0,,0.709863158939,20.5823429427,1,-0.63802983378
79,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,6.95802758267,0.338296625006,0,,1.51447524474,0.328830917017,0,,2.92408762968,0.314220500004,0,,-1.40961238494,-93.0759607879,0,4.03393995299
80,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,8.96668206201,0.49211362499,0,,1.58000728882,0.351643167029,0,,2.68474551036,0.31157316704,0,,-1.10473822154,-69.9198180515,0,6.28193655166
81,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.135168605,0.343185792037,0,,1.84220102152,0.293228333001,0,,3.2414782817,0.26034633402,0,,-1.39927726018,-75.9568170806,0,-1.1063096767
82,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.96098925586,0.387436582998,0,,1.67612124605,0.299086624989,0,,1.21798779624,0.396964040992,0,,0.458133449805,27.3329540381,1,1.74300145961
83,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.87078357893,0.305921083956,0,,1.65797763423,0.305345041968,0,,2.54835048599,0.292072458018,0,,-0.89037285176,-53.7023439507,0,0.322433092939
84,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.39367827394,0.444817124982,0,,1.7543184091,0.301812125021,0,,2.02418460623,0.692287667014,0,,-0.269866197127,-15.3829655852,0,-0.630506332282
85,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.06892306586,0.589681457961,0,,1.4618436454,0.37274695799,0,,3.08982575986,0.593449334032,0,,-1.62798211446,-111.364995811,0,-1.020902694
86,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.47015839123,0.299008708971,0,,1.44021853958,0.314860874962,0,,1.92182214351,0.35703462502,0,,-0.481603603938,-33.439619801,0,-0.451663752285
87,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.01942447484,0.464808249963,0,,1.38494010968,0.302355749998,0,,2.02036013144,0.511642333004,0,,-0.63542002176,-45.8806859098,0,-0.000935656597122
88,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.44526695354,0.292132999981,0,,1.66394835167,0.296290915983,0,,2.45720206613,0.477123374993,0,,-0.793253714464,-47.6729769688,0,-1.0119351126
89,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.1815249776,0.354438457987,0,,3.22173893566,0.377684207982,0,,2.96853325721,0.306345459016,0,,0.253205678453,7.85928604116,1,-1.78700827961
90,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.866153166207,0.274598207965,0,,0.902270079389,0.300841790973,0,,3.0315623778,0.314141415991,0,,-2.12929229841,-235.99278609,0,-2.16540921159
91,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.16620543266,0.297022958985,0,,1.19718073356,0.30322875001,0,,2.07288878982,0.344937749964,0,,-0.875708056256,-73.1475233194,0,-0.906683357152
92,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.48952045322,0.39267058298,0,,1.99619590023,0.297799916996,0,,1.28204230421,0.383673292003,0,,0.714153596027,35.7757270188,1,0.207478149017
93,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.49708489535,0.383860167,0,,2.09889057041,0.255466290982,0,,2.04737995456,0.334466834029,0,,0.0515106158537,2.45418301363,1,-0.550295059202
94,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.35259320127,0.286524125026,0,,2.11894788645,0.291532292031,0,,5.19201606656,0.309526166995,0,,-3.07306818011,-145.028020734,0,-2.83942286529
95,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.810039137221,0.219602832978,0,,0.810039137558,0.226190583955,0,,1.58585835077,0.409822750022,0,,-0.775819213214,-95.7755221004,0,-0.775819213551
96,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.99014969895,0.649096874986,0,,3.18181120805,0.496052957955,0,,2.73992846971,0.431440250017,0,,0.441882738338,13.8877736435,1,-0.749778770766
97,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.71505025674,0.252321459004,0,,1.73155737504,0.361702667025,0,,3.27357461901,0.261479916982,0,,-1.54201724398,-89.0537770337,0,0.441475637723
98,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.41537177141,0.291334917012,0,,1.38782692035,0.300491042028,0,,2.30204051493,0.460507999989,0,,-0.914213594582,-65.8737470197,0,-0.886668743522
99,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.62066870705,0.357211959024,0,,1.55071614426,0.358045040979,0,,2.46267845075,0.259591625014,0,,-0.911962306494,-58.809106352,0,-0.842009743697
100,0.1,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.924524458773,0.241311457998,0,,0.924524483739,0.250942583021,0,,1.73418638444,0.295543957967,0,,-0.809661900699,-87.576036648,0,-0.809661925666
1,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.35803833495,0.316816332983,0,,2.47972808974,0.322817749984,0,,3.08889820805,0.19388716697,0,,-0.609170118308,-24.5660046691,0,-0.730859873095
2,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.35045438476,0.196114833001,0,,3.50786694071,0.20907958399,0,,3.23107864314,0.202896208037,0,,0.276788297564,7.89050161373,1,0.119375741622
3,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,70.4853212447,0.388063625025,0,,0.925800009895,0.298471916991,0,,2.07599097231,0.304711957986,0,,-1.15019096241,-124.237518915,0,68.4093302724
4,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.73268992324,0.624982458015,0,,2.37546646591,0.529125958041,0,,3.21875976998,0.273047958966,0,,-0.843293304063,-35.5001140266,0,-0.486069846734
5,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.38120633404,0.543893667054,0,,0.95394175629,0.352666041988,0,,2.19882912764,0.303641417006,0,,-1.24488737135,-130.499305973,0,-0.817622793598
6,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.53509878846,0.300420208951,0,,2.40889906763,0.341482499964,0,,2.34576062824,0.278620333993,0,,0.0631384393904,2.62104960058,1,0.189338160221
7,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.93436178137,0.197280458,0,,3.92049665261,0.205103542015,0,,3.44800835609,0.106937290984,0,,0.472488296515,12.0517459491,1,0.486353425281
8,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.35719905539,0.309265542019,0,,2.62876833984,0.306054959015,0,,2.71567990181,0.426943041966,0,,-0.0869115619704,-3.30617044695,0,-0.358480846419
9,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.6263912938,0.31567987497,0,,2.13592393086,0.343875333027,0,,1.02211944209,0.324267624994,0,,1.11380448877,52.1462619842,1,0.60427185171
10,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.2060096452,0.144507999998,0,,3.20600966366,0.155538124964,0,,3.1160207195,0.149839916034,0,,0.0899889441566,2.80688312255,1,0.0899889257014
11,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.79652179623,0.305610582989,0,,1.77525042725,0.311586041993,0,,2.67001633502,0.199502875039,0,,-0.89476590777,-50.4022358782,0,-0.873494538794
12,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.79011625958,0.303550459037,0,,2.74374115346,0.308682666975,0,,2.72123494073,0.256825249991,0,,0.0225062127295,0.820274634915,1,0.0688813188529
13,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.41427779095,0.102374749957,0,,3.41427779095,0.106020040985,0,,3.51960119661,0.107910332968,0,,-0.105323405658,-3.08479309848,0,-0.105323405662
14,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.68703023756,0.205393459008,0,,2.7767453342,0.211420250009,0,,2.33340516754,0.300118584011,0,,0.443340166657,15.9661803046,1,0.353625070022
15,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.03063199369,0.207262165961,0,,3.76275427259,0.314638207958,0,,2.73113762753,0.208284541033,0,,1.03161664506,27.4165297631,1,0.299494366155
16,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.50516958467,0.244247584022,0,,2.9242265004,0.30975629203,0,,2.93238669621,0.113756874984,0,,-0.00816019581717,-0.279054848045,0,-0.427217111544
17,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.95640819821,0.212512334052,0,,1.95703492568,0.315253584005,0,,2.13929775165,0.316773459024,0,,-0.182262825972,-9.31321273731,0,1.81711044655
18,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.02283349425,0.250613667013,0,,1.88502391947,0.250112333044,0,,2.62139050269,0.379924167006,0,,-0.736366583212,-39.0640445251,0,-0.598557008434
19,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.85686768223,0.431575041031,0,,3.5373607115,0.206176083011,0,,3.4367248076,0.297570457973,0,,0.100635903893,2.84494322464,1,-0.57985712538
20,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.2078389035,0.20962483302,0,,3.23709941352,0.21315629204,0,,2.77203344899,0.11168154201,0,,0.465065964535,14.3667495225,1,0.435805454514
21,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.65883299353,0.275684457971,0,,3.39307094923,0.217223375046,0,,3.20824374069,0.326710583991,0,,0.184827208547,5.44719551439,1,-0.54941074716
22,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.88642679438,0.372965749993,0,,2.95156879235,0.219348290993,0,,2.26342017419,0.316382499994,0,,0.688148618162,23.3146731984,1,0.623006620196
23,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.96673470096,0.210683541954,0,,2.83496724814,0.267393165966,0,,3.04357469978,0.216302250046,0,,-0.208607451642,-7.35837254484,0,-0.076839998814
24,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.4779714102,0.32427195803,0,,2.71410476044,0.295864125015,0,,1.70509628998,0.315532207955,0,,1.00900847046,37.1764747317,1,-0.227124879783
25,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.14763698032,0.245971249999,0,,2.13664415219,0.249711667013,0,,3.29086680239,0.215767792019,0,,-1.15422265019,-54.0203500432,0,-1.14322982207
26,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.36019146672,0.250024249952,0,,2.3391818506,0.257199125015,0,,2.62854083374,0.222089832998,0,,-0.28935898314,-12.3700935464,0,-0.268349367012
27,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.5302714563,0.215272124973,0,,1.48987752426,0.318162249983,0,,1.20628380875,0.270095292013,0,,0.283593715503,19.0346998922,1,2.32398764755
28,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.3045349645,0.429879957985,0,,1.86737875796,0.308838917001,0,,1.82198266522,0.485825458018,0,,0.0453960927357,2.43100616532,1,0.482552299279
29,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.76373928864,0.452620166994,0,,2.57710511922,0.304895583016,0,,1.41068418683,0.477574249962,0,,1.16642093239,45.2608985056,1,0.353055101813
30,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.778346823,0.293486749986,0,,1.94913210094,0.314696915972,0,,1.65180695715,0.517323042033,0,,0.297325143795,15.254232571,1,1.12653986586
31,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.21639020061,0.292679209029,0,,2.25545358773,0.319527040992,0,,2.21095545849,0.415926375019,0,,0.0444981292389,1.97291265407,1,0.00543474211654
32,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.22551068226,0.29760250001,0,,3.22879913255,0.302718541992,0,,2.58052585927,0.213764582993,0,,0.648273273285,20.0778446311,1,0.644984822994
33,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.46381689402,0.280905209016,0,,2.28837673354,0.353788708046,0,,2.24866505101,0.238093041989,0,,0.0397116825338,1.73536472171,1,0.215151843014
34,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.51036032289,0.300423500012,0,,2.13498963621,0.308601750003,0,,1.49563178429,0.487295250001,0,,0.639357851916,29.9466489707,1,2.0147285386
35,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.73141940426,0.308842375001,0,,2.17568251677,0.304240041005,0,,1.26299107786,0.470971375005,0,,0.912691438918,41.94966094,1,0.468428326408
36,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.8935809588,0.250112207956,0,,2.89216542903,0.253636709007,0,,2.91626021409,0.209511666966,0,,-0.024094785051,-0.833105354525,0,-0.0226792552838
37,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.11028012105,0.212953042006,0,,2.47024292474,0.319431458018,0,,2.68094923829,0.258376458019,0,,-0.210706313547,-8.52978107686,0,0.429330882759
38,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.68622213389,0.199938375037,0,,2.17288455323,0.257588875014,0,,1.69863228156,0.252530750004,0,,0.474252271677,21.8259304652,1,0.987589852337
39,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.39136436899,0.45735987497,0,,1.54644785258,0.309054707992,0,,2.30194662224,0.304207500012,0,,-0.755498769663,-48.8538147862,0,0.0894177467454
40,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.78231412815,0.237133290968,0,,2.47682591623,0.235865499999,0,,1.94325863673,0.457828792045,0,,0.533567279494,21.542381158,1,-0.160944508581
41,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.96883264884,0.470237458008,0,,1.81091964926,0.364164625003,0,,2.47681837857,0.477648625034,0,,-0.665898729312,-36.771301785,0,0.492014270268
42,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,17.2599967552,0.240635791968,0,,17.2590799065,0.24709691701,0,,3.64590823107,0.369335167052,0,,13.6131716755,78.8754194846,1,13.6140885241
43,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.44922091352,0.309543292038,0,,1.93583806443,0.320214624982,0,,0.834731086495,0.315383707988,0,,1.10110697794,56.8801181343,1,0.614489827028
44,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.06250210848,0.520392459002,0,,2.07385634156,0.308284165978,0,,3.45670559895,0.350217666011,0,,-1.38284925739,-66.6800891496,0,-1.39420349047
45,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.40549411964,0.318444125005,0,,2.43791308439,0.315645041002,0,,1.66327519519,0.317091916979,0,,0.774637889197,31.7746311039,1,0.742218924449
46,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.30800917946,0.298045667005,0,,2.8050781781,0.280506792013,0,,2.8332595421,0.224530374981,0,,-0.0281813640011,-1.00465520787,0,-0.525250362639
47,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.97503236029,0.102815291029,0,,2.97503236028,0.103533292015,0,,3.06182144966,0.104159042006,0,,-0.0867890893802,-2.91724858321,0,-0.0867890893744
48,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.13024243617,0.537413833023,0,,1.84534219748,0.310797958984,0,,2.87769571477,0.46690829203,0,,-1.03235351729,-55.9437441305,0,-0.747453278604
49,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,7.97636605477,0.282076666947,0,,7.96491784843,0.282270791999,0,,2.05346529187,0.482563541969,0,,5.91145255656,74.218625591,1,5.92290076291
50,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.81925234419,0.245401000022,0,,3.1307951006,0.208982707991,0,,2.84148293766,0.252029875002,0,,0.289312162936,9.24085267925,1,-0.0222305934734
51,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.38190487534,0.30920966703,0,,2.04327891834,0.315906125004,0,,2.27629373603,0.319827291998,0,,-0.233014817693,-11.4039652444,0,0.105611139306
52,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.62126078933,0.196756459016,0,,3.26925363725,0.201614541002,0,,2.62716782823,0.277212624962,0,,0.642085809017,19.640134424,1,0.994092961098
53,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.91114691661,0.212188833044,0,,3.6872350365,0.208260665997,0,,3.0705232551,0.26015812502,0,,0.616711781399,16.7255891012,1,0.840623661508
54,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.12973890857,0.256291541038,0,,3.353091836,0.206867041998,0,,3.10335277347,0.305115083989,0,,0.249739062526,7.44802333907,1,0.0263861350981
55,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.49238974904,0.352838042018,0,,2.27376690916,0.251161916996,0,,1.65179465652,0.43624374998,0,,0.621972252642,27.3542661799,1,0.840595092521
56,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.77710806802,0.232641124981,0,,1.96670799081,0.279826457961,0,,2.02651164157,0.254862541973,0,,-0.059803650765,-3.0407997041,0,-0.249403573548
57,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.9672143356,0.257972209016,0,,1.80667135456,0.326693499985,0,,2.50471752498,0.369007458969,0,,-0.698046170428,-38.637141651,0,-0.537503189389
58,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.74253702157,0.355919166992,0,,1.13420572195,0.321481874969,0,,2.16478786748,0.422945125028,0,,-1.03058214553,-90.8637759086,0,-0.422250845905
59,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.75755565506,0.607490667026,0,,2.28959702536,0.305686709005,0,,2.59753650617,0.202367083984,0,,-0.307939480812,-13.4495056292,0,0.160019148889
60,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.4934740275,0.298632458027,0,,2.180509956,0.302531625028,0,,2.57013868714,0.27783799998,0,,-0.389628731136,-17.868697644,0,-0.0766646596407
61,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.36514463298,0.46694741695,0,,1.1886341555,0.341288166994,0,,1.08529956917,0.25897174998,0,,0.103334586328,8.69355687366,1,0.279845063801
62,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.53580407246,0.32226216601,0,,2.7678879985,0.313956792001,0,,4.17630820846,0.19794533297,0,,-1.40842020995,-50.884291948,0,-1.64050413599
63,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.62876130786,0.255835707998,0,,2.60924709706,0.254763166013,0,,2.35589974731,0.347934916033,0,,0.253347349748,9.70959592266,1,0.272861560555
64,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.90444768021,0.346218416991,0,,2.61536800414,0.308752875018,0,,3.3659411866,0.208570249961,0,,-0.750573182462,-28.6985686632,0,-0.461493506384
65,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.72362345856,0.203463208978,0,,3.22856308939,0.207573916996,0,,2.68834301408,0.105486541986,0,,0.540220075309,16.7325234277,1,0.0352804444825
66,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.11405907079,0.371091249981,0,,2.42640687216,0.30798225,0,,2.06644258359,0.255729541997,0,,0.359964288571,14.8352814485,1,1.0476164872
67,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.8725605287,0.291700917005,0,,2.0503392841,0.243070875003,0,,7.08441891251,0.219352040964,0,,-5.03407962841,-245.524224574,0,-4.21185838381
68,0.15,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.19372422107,0.260137584002,0,,2.05143681725,0.262831542001,0,,2.43478968379,0.20548891701,0,,-0.383352866538,-18.6870423361,0,-0.241065462719
