seed,delta,case,measurement,sigma,Rmode,metric,include_initial,truth_noise,truth_qscale,P0_scale,x0_perturb,EKF_armse,EKF_time,EKF_failed,EKF_failure_message,SR-EKF_armse,SR-EKF_time,SR-EKF_failed,SR-EKF_failure_message,IDEKF_armse,IDEKF_time,IDEKF_failed,IDEKF_failure_message,SR_minus_IDEKF,IDEKF_percent_improvement_over_SR,IDEKF_beats_SR,EKF_minus_IDEKF
91,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.323240158915,1.30620345799,0,,0.31313782656,1.38724329101,0,,0.316530188665,1.24059129099,0,,-0.00339236210451,-1.08334471813,0,0.0067099702502
92,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.318602635856,1.56946933299,0,,0.303074435905,1.33538687497,0,,0.299820303946,1.24305212504,0,,0.00325413195907,1.07370717341,1,0.0187823319104
93,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.834372123913,1.366430083,0,,0.317503800738,1.85850716702,0,,1.61536121717,1.55448929203,0,,-1.29785741643,-408.769096121,0,-0.780989093254
94,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,1.47300576066,1.50325612503,0,,0.301893369332,1.354277167,0,,0.753867806462,1.27766254201,0,,-0.45197443713,-149.713270659,0,0.7191379542
95,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,3.08128417485,1.51834687503,0,,0.296528907064,1.40881333302,0,,0.307815113394,1.382885208,0,,-0.0112862063301,-3.80610660927,0,2.77346906145
96,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.45053740448,1.66352499998,0,,0.335012490883,1.44390612497,0,,2.42621621334,1.50012508297,0,,-2.09120372246,-624.216642474,0,0.0243211911313
97,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,2.37830690547,1.68512262503,0,,0.350166000454,1.49871416698,0,,0.332999250554,1.29039133299,0,,0.017166749899,4.9024605121,1,2.04530765492
98,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.352638487667,1.29605645803,0,,0.336456763476,1.44510729198,0,,0.299787965371,1.402599375,0,,0.0366687981044,10.8985171603,1,0.0528505222959
99,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.309702893403,1.91954062501,0,,0.30567832923,1.59958212497,0,,2.07012907768,1.37150712498,0,,-1.76445074845,-577.224676964,0,-1.76042618428
100,0.01,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,5.78870270231,1.66695779201,0,,0.291404798494,1.37388641603,0,,0.302154615424,1.27757275,0,,-0.0107498169301,-3.68896359486,0,5.48654808688
1,0.02,vdp,nonlin_cubic,0.001,aniso,avg,0,1,10,0.01,1.5 -1.0,0.910003263606,0.934909624979,0,,0.842968040732,0.787710500008,0,,0.389490127682,0.753683125018,0,,0.45347791305,53.7953861995,1,0.520513135925
