primary_deltas,complete_seed_count,complete_seeds,mean_SR_minus_IDEKF,median_SR_minus_IDEKF,difference_ci_lower,difference_ci_upper,mean_SR_ARMSE_across_primary_deltas,mean_IDEKF_ARMSE_across_primary_deltas,paired_cohen_dz,IDEKF_win_rate_by_seed,IDEKF_wins,IDEKF_losses,ties,paired_t_statistic,paired_t_p_one_sided,wilcoxon_statistic,wilcoxon_p_one_sided,permutation_statistic,permutation_p_one_sided,binomial_p_one_sided
0.4 0.5 0.7 0.8 1,100,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100,0.0599156585519,0.194351170166,-0.241226834211,0.324026840178,4.72778368118,4.66786802263,0.0416547328814,0.6,60,40,0,0.416547328814,0.338955639507,3058,0.0334290194926,0.0599156585519,0.342666573334,0.0284439668205
