split,delta,filter,runs,failures,mean_ARMSE,median_ARMSE,ARMSE_90,ARMSE_95,mean_predicted_ARMSE,mean_posterior_NEES,median_posterior_NEES,mean_predicted_NEES,mean_NIS,strong_direction_RMSE,weak_direction_RMSE,mean_strong_variance,mean_weak_variance,mean_trace_contraction,mean_whitened_H_condition,mean_information_condition,mean_correction_norm
validation,0.1,ID_p3_r0.5_w10_post1,50,0,1472012.4805247728,2028514.3259319933,2534100.4029222084,4353060.280668395,1460366.607769219,27813597817599.61,126410890.94507666,285542335225012.44,2825587706149.7114,22.42712347288154,1472012.0699306505,6.209798565158585e-05,2177.495856109005,5.170142783811953,47039825.21849849,3823607106193863.0,466806.949313179
validation,0.1,ID_p3_r0.5_w10_post3,50,0,747015.7330369593,673743.602177771,971063.6647434589,1048980.650128607,718047.2673240326,5633501995728.369,56171909.64576052,77498776944275.73,536294528992.632,26.390052175166616,747015.7323751728,0.00013458005544549715,9672.996079158946,9.191314792432223,45564842.51010251,3772516373543727.5,285002.973189239
validation,0.1,ID_p3_r0.5_w1_post1,50,0,1286025.683722872,4.14334587307688,5404343.156419249,8717839.458875138,1192541.814461634,262667645578129.16,33134.76288578249,613724192788348.5,12395460204102.135,10.006731921783109,1286024.7285495051,0.00011895729735591668,334.65675131455936,1.439591079909774,20904330.269312482,1326369911279465.5,318411.6031428859
validation,0.1,ID_p3_r0.5_w1_post3,50,0,838958.731932788,5.489909436989784,3315261.3266921677,4182541.2486036755,767295.921133746,21923707120014.043,18682.541488877214,68045358495085.17,2322802843280.088,11.27283948192108,838957.9663533145,0.0003520255889843222,2463.4476937057025,3.1004640991610772,15482650.795201913,1324005787413435.5,279328.04347313393
validation,0.1,ID_p3_r1_w0_post1,50,0,3.441446185339751,2.7136805564265085,6.316367706805384,8.88453770184706,2.7228720735064678,69052521728.3228,29737.90673716196,207145723818.74716,396401.8507076343,2.2724459646887785,2.4124790467928365,0.00018571125319447507,5.735248565193708e-05,1.4453456813011858,100143.76792809034,44789625901.99834,1.1804906045047878
validation,0.1,ID_p3_r1_w0_post3,50,0,3.804792071769163,2.726288606825844,7.459880186031667,7.495361262459658,3.3313756922868367,25154916347.517906,12623.181931362771,221481031575.55524,415293.6848830358,2.5801024577288665,2.61288256253555,0.0007378928132049145,0.0001936187190388661,2.598440108031846,180159.3368307327,1076263256856.5032,1.4428064298293555
validation,0.1,ID_p3_r1_w10_post1,50,0,1450607.754564209,1942668.036166293,2540063.3419739823,4155311.7355971173,1398559.9439390602,586082540864615.6,2243948.524989444,629716891184955.9,65116119905718.48,54.06115321903847,1450607.5575362586,0.00013536746527295673,4282.30283764604,5.051275730896709,3177644647.547777,7165513096451121.0,429375.92244175746
validation,0.1,ID_p3_r1_w10_post3,50,0,662604.5650489323,683327.0466412825,894150.5466988753,941081.4156774224,613881.5578836802,2501124500376.123,22840608.63171503,11105765827300.318,243074865899.65378,24.928496463787983,662604.5599298615,0.00031641743863206057,18857.218185404417,10.41367252389009,41378301.41675206,9475594472634374.0,250572.7616104884
validation,0.1,ID_p3_r1_w1_post1,50,0,1447637.4438395544,3.2039546805424557,8287592.667676655,11315275.05210693,1415223.9122707022,166561539214686.12,10099.750207058336,344773285377980.2,5719662631776.691,9.18571863764146,1447636.594706761,0.00024977884680089886,422.15328095536984,1.519392680564842,18834363.175048504,985761542154500.1,375363.9955884286
validation,0.1,ID_p3_r1_w1_post3,50,0,1249117.2681462346,5.585841727966434,4357716.509560396,5059596.167823403,1134103.6268625064,11313797141212.38,10039.682235640845,65628679512379.0,1161232683983.5125,13.782050286932412,1249116.545580483,0.0006506099798369762,5689.224157551799,3.0501661136494436,19672134.59981497,1315147615002979.2,426851.5456210773
validation,0.1,ID_p3_r2_w0_post1,50,0,3.489798523716878,2.7264378890567764,6.30169087606523,9.196575340106854,2.7940162180389883,62506600928.86322,28683.235107878725,187468298570.7183,368864.6794642623,2.269431672372013,2.4714910152580156,0.00036908821297619495,9.035257693756527e-05,1.4998358553136766,108489.73327886572,116912871434.81871,1.1209047684805016
validation,0.1,ID_p3_r2_w0_post3,50,0,3.9157400529270454,2.853336587440559,7.3746418409427,9.522786959116537,3.65751663095287,37221625414.28019,9460.760548517643,231848298295.69562,403903.46116692224,2.570241839086719,2.7703141355552225,0.001357466553546836,0.0002764546388428759,2.8604662726363856,265764.5307832481,11212217771644.879,1.332888999752805
validation,0.1,ID_p3_r2_w10_post1,50,0,1383912.9452990035,1958531.2266835044,2376240.3266297868,3241520.517868761,1359844.484796635,26098159247060.26,811122.9721415128,28106281549255.97,2547104032486.967,23.816879671974405,1383912.5529936762,0.0003292843002180053,7130.292353593596,5.383922736135013,275313988.3787293,1395288740663285.5,392546.316549926
validation,0.1,ID_p3_r2_w10_post3,50,0,622369.1542683388,674916.7548863543,922796.0180828938,962603.0799524192,596715.596299777,904532000302.3677,2093262.9837515359,8332212584301.615,84483115150.82047,21.868501286778784,622369.0846805356,0.0006799753256818261,33246.41575676999,12.444377538379742,29929726.079729944,3206572595683894.0,234047.77998139028
validation,0.1,ID_p3_r2_w1_post1,50,0,573828.4459451437,3.0326731537363356,737.2253839672766,4397406.88079014,566461.1675377354,98870549892465.69,7345.899819612057,7000473419523.093,380274660116.99493,5.734982633238055,573827.599208111,0.000504376289899788,437.04842505177703,1.5592309663892365,9106572.704729622,338181935541851.1,146781.12861037525
validation,0.1,ID_p3_r2_w1_post3,50,0,1313230.254249225,882.128530809246,4139073.0431549554,4986881.125682984,1267286.9685634023,5370666905949.681,9762.022271288533,19593752878619.176,501686826476.71924,13.999648681266768,1313229.6651770454,0.0012588561566495976,12446.108985490542,3.0740259661605482,19308959.441971824,1166238275950600.8,493287.85922915145
validation,0.1,SR-EKF,50,0,3.1467852424391447,2.815655689845241,5.054956673451456,6.685119595673919,2.7344969009604494,6283612805.799177,247730.83025982874,234951950065.94235,823947.7644017461,2.0703347124539744,2.300927656187726,5.368425307273627e-06,6.587889981105686e-06,0.4263252994954906,94043.98169289071,535772503462.81165,1.4892953873548445
validation,0.2,ID_baseline,50,0,2.5665719515875987,2.4858854280550675,3.4101689238584356,3.46318519679233,3.049882829501558,245030112212.42657,201135.50854542467,245030129646.34314,760426.9678780006,1.389177859050134,2.127816677548343,5.100921307751209e-05,2.5618166437691795e-05,0.7621240542757888,69320.11211856494,6992752855.245999,0.6699894142013278
validation,0.2,ID_p10_r0.5_w0_post1,50,0,5.144291110470549,4.253028460517164,7.724285735303513,10.958118902099706,4.513854415510085,48966461439.70561,252776.23810231086,482911796221.94336,1974937.146368975,4.002520297407896,2.894790528779517,9.449539864612027e-05,9.588028691826215e-05,2.7795616505183656,280604.85300904955,819127750212.4591,2.6898718008766607
validation,0.2,ID_p10_r0.5_w0_post3,50,0,5.728746144743851,4.761507371837396,8.865222867999586,12.428184952397167,4.820542495923384,17191867806.781986,92482.17396742213,502316244072.08154,1534336.5224604458,4.551869948107141,3.203102419027675,0.0003303441791245171,0.00030871714609834297,5.739827015351688,343632.6740007171,1277929478094.0154,3.000712210710739
