split,delta,candidate,paired_runs,mean_SR_minus_candidate,median_SR_minus_candidate,bootstrap_95_low,bootstrap_95_high,candidate_win_rate,sign_flip_p,wilcoxon_p
validation,0.1,ID_p3_r0.5_w0_post3,50,-0.5779633006140057,-0.5954380335925362,-1.2704635700098121,0.12990647802902866,0.34,0.9404529773511324,0.9696492992508468
validation,0.1,ID_p3_r0.5_w10_post1,50,-1472009.3337395308,-2028506.6044092802,-1862067.8984917516,-1089309.4987534126,0.02,1.0,0.9999999999999778
validation,0.1,ID_p3_r0.5_w10_post3,50,-747012.586251717,-673739.7408320375,-857822.0655561839,-660970.1317147417,0.0,1.0,1.0
validation,0.1,ID_p3_r0.5_w1_post1,50,-1286022.5369376298,-1.5537364285975928,-2246313.474481809,-466118.68659914803,0.24,1.0,0.9999983088243924
validation,0.1,ID_p3_r0.5_w1_post3,50,-838955.5851475458,-2.9055772110612823,-1259651.7656082814,-457893.9533901157,0.12,1.0,0.9999999996732143
validation,0.1,ID_p3_r1_w0_post1,50,-0.29466094290060596,-0.3413031506968418,-0.9303994249104264,0.32691161086869097,0.46,0.815659217039148,0.7332144431090919
validation,0.1,ID_p3_r1_w0_post3,50,-0.6580068293300186,-0.7093789238736317,-1.4286539197760597,0.07262447688404895,0.34,0.9507524623768812,0.9823042819175329
validation,0.1,ID_p3_r1_w10_post1,50,-1450604.6077789662,-1942663.9065994578,-1820339.646961513,-1104903.5241921542,0.06,1.0,0.9999999999999378
validation,0.1,ID_p3_r1_w10_post3,50,-662601.4182636898,-683324.282419041,-716538.8990024717,-604510.835436779,0.02,1.0,0.9999999999999991
validation,0.1,ID_p3_r1_w1_post1,50,-1447634.297054313,-1.0340105077773414,-2553849.344049304,-527945.132536538,0.32,0.999950002499875,0.9996896143289256
validation,0.1,ID_p3_r1_w1_post3,50,-1249114.121360992,-3.431934191597816,-1768129.8805957679,-784029.667449751,0.12,1.0,0.9999999995107434
validation,0.1,ID_p3_r2_w0_post1,50,-0.34301328127773334,-0.13388497842132252,-0.9727649542984006,0.3137462224014697,0.5,0.8447077646117694,0.7754966191356543
