split,seed,delta,filter,time_index,time,predicted_state_error_norm,posterior_state_error_norm,predicted_nees,posterior_nees,nis,strong_error,weak_error,strong_variance,weak_variance,weak_normalized_error,strong_normalized_error,whitened_H_condition,whitened_H_singular_max,whitened_H_singular_min,measurement_information_condition,predicted_trace,posterior_trace,trace_contraction_ratio,correction_norm
validation,5001,0.1,SR-EKF,12,1.2000000000000002,1.5527091417213668,0.9189719458219677,106302.77314101502,79445.64435863355,29203.12324655643,-0.6319382118882214,0.6672057655351392,6.95223269290411e-06,6.937447268075711e-06,64168.20429206799,57441.38916007234,42780.80461656816,267.90388619993746,0.006262245149456202,1830197095.231081,2.7653521487655756e-05,1.3889679960979818e-05,0.5022752696136739,0.6339081498525065
validation,5001,0.1,SR-EKF,13,1.3,1.6665734549916968,0.8622911402375781,105109.84452188741,64958.706147267876,40231.87067050627,-0.5872110640699515,0.631450058805966,8.879133648742761e-06,8.83661696920491e-06,45122.37863829627,38834.51329905243,40791.42838800677,231.84595574980688,0.005683692994138267,1663940484.8175626,3.380846635986202e-05,1.771575061794767e-05,0.5240033791943933,0.8046163289625298
validation,5001,0.1,SR-EKF,14,1.4000000000000001,0.9808683918635701,0.4910435611925088,47178.21213827017,36203.131472141984,11102.771159320817,-0.3175019026714394,0.37458820161430206,1.1723341730936827e-05,1.1602159491892073e-05,12093.983097430624,8598.867158667099,40028.4854155448,203.04288405743046,0.005072459823288245,1602279505.4512067,4.501999506149142e-05,2.3325501222828895e-05,0.5181142554762459,0.49077017793110206
validation,5001,0.1,SR-EKF,15,1.5,0.36674652859936874,0.1377881562346508,28809.922457725497,27792.108759504204,1065.773873042814,-0.046556200978550906,0.1296846025902432,1.1993449140752976e-05,1.1677852158874672e-05,1440.1703258598177,180.7219778162285,41195.989089230316,240.57871116267995,0.0058398576288965325,1697109382.3059862,7.681370695390088e-05,2.3671301299627647e-05,0.3081650689483556,0.23786243472167132
validation,5001,0.1,SR-EKF,16,1.6,6.287208951731978,4.080510333029479,45081203581.388985,452449592.0767243,2336584.9608360324,-1.0062617358832093,3.9544913575398875,9.631771787310728e-07,9.977164243681823e-06,1567379.4191331114,1051273.5387238716,54156.0771408724,408.08500715691684,0.007535350208165816,2932880666.8266263,1.3030122711222526e-05,1.0940341422412891e-05,0.8396192165550553,2.2086428668886375
validation,5001,0.1,SR-EKF,17,1.7000000000000002,3.8970469893750543,4.749449822555731,15034654403476.04,150344606047.74908,953146.4127085626,-0.833782042671145,-4.675690443377727,3.912128720510587e-06,4.018855800900946e-06,5439876.971299335,177701.84580995454,51662.28226573548,380.03681207008947,0.007356175441791222,2668991587.0963125,1.8232659627422556e-05,7.930984521411531e-06,0.4349878012027962,3.133047014497026
validation,5001,0.1,SR-EKF,18,1.8,3.958536230505571,4.392527581401607,24130709676.34674,24130640756.94496,95850.3047987566,-1.037931972120168,-4.268137272233004,4.372231307518406e-06,4.36615090220986e-06,4172323.9032815704,246396.56572989447,49629.275200574564,356.55518540019466,0.007184372206911996,2463065051.5308423,1.967287975196852e-05,8.738382209728263e-06,0.4441841926499793,1.0232912612263665
validation,5001,0.1,SR-EKF,19,1.9000000000000001,3.7193756320711584,4.212569975230047,18523078469.905373,18522951583.051212,131995.59380254545,-0.9936769415198115,-4.09369660967951,5.165939496521465e-06,5.158928254452527e-06,3248417.327307828,191135.39072090137,46719.06233222694,321.44428667402127,0.0068803668273172535,2182671216.4268503,2.2144223125755302e-05,1.032486775097399e-05,0.46625558694653124,1.2489592931364195
validation,5001,0.1,SR-EKF,20,2.0,3.6542169781749565,4.100073556008713,13587423031.981071,13587350397.58424,74843.16628638138,-0.8349827328727906,-4.014150844261613,6.2502281440834975e-06,6.241984193116955e-06,2581455.91240915,111547.31445374261,43986.99592476071,285.55618476011983,0.006491831932522982,1934855935.298672,2.5474741177575356e-05,1.2492212337200452e-05,0.4903764183558013,0.9856506935529216
validation,5001,0.1,ID_baseline,1,0.1,1.7929292080807602,1.4481288124098832,260818.4344582057,261147.9643049111,2.608937340037196,0.07065904868193414,1.4464039394895962,1.4993883073467437e-05,1.717250873176258e-05,121827.53194945052,332.98253268833463,151257.02188063154,1398.8645295091287,0.00924826174756422,22878736314.6945,0.10331907076158994,3.2166391805230014e-05,0.000311330634007098,0.4668278977415002
validation,5001,0.1,ID_baseline,2,0.2,2.0197310909839556,1.742920130552672,397918.0509066552,434134.2750324005,33227.768387212585,1.647846760516125,-0.5677778045523227,1.3070158110307988e-05,1.1201350546037003e-05,28779.711340817692,207755.63105100812,112092.4820471845,1005.850578638103,0.008973399109984001,12564727782.307728,3.625864027062185e-05,2.427150865634499e-05,0.669399306625701,0.3662378235790809
validation,5001,0.1,ID_baseline,3,0.30000000000000004,1.1467493242076683,1.1473360411512856,149311.81192313667,149311.95265602632,19.42933237415862,-0.017818224660507316,1.1471976735483091,1.4619170771115517e-05,9.736927638159415e-06,135161.98857604223,21.717314546978578,85890.63177695835,740.5965103366016,0.008622552832767489,7377192919.153076,2.929344819612658e-05,2.4356098409274926e-05,0.8314520791886661,0.002680840144854127
validation,5001,0.1,ID_baseline,4,0.4,2.044517617935997,1.9072942480139627,338078.20277212816,351500.8323943153,41546.145272363225,1.7525568740615405,-0.7525395349659645,1.3872915901267772e-05,9.110717761763703e-06,62159.290463758094,221399.4245102916,83185.01460690213,712.9763732552877,0.00857097130564343,6919742370.984049,2.680201279865535e-05,2.298363366303147e-05,0.8575338664185905,0.16181199076429187
validation,5001,0.1,ID_baseline,5,0.5,2.138575783112315,2.0227918374367464,318401.2659068464,325577.08806655236,44553.49878838179,1.815740675395747,-0.8915002060090207,1.5496428906814862e-05,8.960307676412782e-06,88699.25520596742,212753.15881562364,72415.18161969024,602.2409825445449,0.00831650172069431,5243960384.522372,2.7421561982056608e-05,2.445673658322764e-05,0.89187977691537,0.13206543240615276
validation,5001,0.1,ID_baseline,6,0.6000000000000001,0.9039084912163365,0.9029425891383359,89693.67701520114,89638.16366656733,398.8384288516558,0.09153783931858749,0.8982906785961471,1.787606863207262e-05,9.11691754175915e-06,88508.65871679546,468.7370696307305,64035.42888370814,514.6829746841937,0.008037472125296237,4100536517.7669783,2.9624803280507103e-05,2.6992986173831766e-05,0.9111617018430278,0.012148329514178168
validation,5001,0.1,ID_baseline,7,0.7000000000000001,0.8350290085350826,0.7866449396727052,43580.416611121735,42869.13159214803,10475.661765430428,0.7036895255945622,0.35161244670968916,1.932545693235589e-05,9.264083725764e-06,13345.228339997355,25623.143099009492,60618.54224117221,478.384735328302,0.0078917228564329,3674608312.8788915,3.1155060963623224e-05,2.858954065811989e-05,0.9176531765256745,0.05550320060435799
validation,5001,0.1,ID_baseline,8,0.8,4.882354125910577,4.139794177958504,1204271.4748097113,1003643.967362018,1906872.0754419437,3.2035006457398523,-2.622113546092824,2.2349876806268493e-05,9.610915078177154e-06,715382.3951909808,459171.04940718686,55820.299345332875,426.46167280788325,0.007639903006782059,3115905769.407806,3.455655029108288e-05,3.196079188444564e-05,0.9248837518568206,0.8563333455354211
validation,5001,0.1,ID_baseline,9,0.9,4.910919644475887,4.875799426056629,5283678.884804129,5283644.269766525,148.30192284288012,-0.19837064213720357,4.871762425598382,0.0002598703088891278,0.00011045078453802279,214883.66271678,151.4251929362016,40087.01490000039,208.5876344401609,0.005203371589540804,1606968611.6003442,0.0004761483694956127,0.00037032109342715057,0.7777430673960605,0.060909078909535654
validation,5001,0.1,ID_baseline,10,1.0,5.385791668384133,4.778800059819137,31256024.18847984,31260443.40594951,110.90480456801092,-0.4403305128805693,4.758470242751732,4.348503177455907e-05,3.6585766663252844e-05,618902.9536969264,4458.79772099192,97370.7986732187,857.2144756805444,0.008803609371197615,9481074087.210716,0.04260705244486815,8.00707984378119e-05,0.0018792850911576286,0.78676803523948
validation,5001,0.1,ID_baseline,11,1.1,0.21980091292918247,0.219380348895372,46820252877.98266,46820252656.59651,5098.36405395729,-0.21802641756521,-0.024335544479954365,9.83707468584158e-07,1.2194195029221933e-05,48.565626818060224,48322.81981627809,52735.489980656974,392.1937201880697,0.00743699774728411,2781032964.4046745,1.3226925584008357e-05,1.3177902497806091e-05,0.9962936900271416,0.0024696945433948358
validation,5001,0.1,ID_baseline,12,1.2000000000000002,1.7499309782715133,1.7084234353025711,142419.0348545672,141255.12225860317,37002.18404713166,-1.3258897733999833,1.0773703834264148,1.4260300726118875e-05,9.702730241286391e-06,119628.89972405236,123278.16397215045,49803.39980827328,358.5935930328204,0.007200183007852635,2480378679.3311086,2.4836349109615718e-05,2.3963030967405263e-05,0.9648370966942021,0.04194519871924565
validation,5001,0.1,ID_baseline,13,1.3,1.9323105826076674,1.8823308210489018,147384.24785424856,145116.40987965534,47841.631515982524,-1.4528061738818123,1.1968807547126499,1.7464401526989437e-05,1.0979144564416986e-05,130476.7901175361,120854.17159055379,46492.52160538732,318.6061841160341,0.006852848008982064,2161554494.8372655,2.941611917979264e-05,2.8443546091406418e-05,0.9669374099811803,0.05061876932788454
validation,5001,0.1,ID_baseline,14,1.4000000000000001,1.3938019700514352,1.3564882321149154,59051.88395688061,57974.25085362557,22365.524656178673,-1.0876366023169315,0.8106213327853705,2.302406942192829e-05,1.293920610426454e-05,50784.17793732796,51378.98765944762,43385.629899375745,276.96308381025847,0.006383751589008128,1882313042.215564,3.715773990179059e-05,3.5963275526192825e-05,0.9678542242139919,0.03758249789007467
validation,5001,0.1,ID_baseline,15,1.5,1.2299426375967786,1.1866398997691043,31398.169304854506,30374.730118932363,17634.264612668157,-0.9831998936290856,0.66440365809633,3.4255912171045135e-05,1.6548806885079742e-05,26674.564756071708,28219.421687136815,41038.50948154125,237.3316649842195,0.00578314534281439,1684159418.6722648,5.264267357520588e-05,5.0804719056124874e-05,0.9650862238891555,0.04344135150507541
validation,5001,0.1,ID_baseline,16,1.6,3.530507799744838,2.906153558654925,181263.35415652237,148297.44173094706,950273.1660184927,-2.178637719497743,1.923347652834599,6.864971898695736e-05,2.878928528770481e-05,128494.5477699728,69140.3021434086,40038.0914021007,204.42475841197685,0.005105756824393762,1603048745.0712383,0.0001029889849463594,9.743900427466217e-05,0.9461109294883537,0.6341631450620537
validation,5001,0.1,ID_baseline,17,1.7000000000000002,1.7972255137453086,1.7632186179479277,705150938870.4434,705150915302.5853,872438.3703786809,-1.2263033368550074,1.2669333134370075,9.243540947862054e-07,1.181659965823345e-05,135836.03296385484,1626887.231272065,54284.01726711166,409.5063057976843,0.007543773036963248,2946754548.0079207,1.279035181465382e-05,1.2740953753019653e-05,0.9961378652948724,0.03856777037388624
validation,5001,0.1,ID_baseline,18,1.8,0.2097732601759367,0.20345159326495854,3017.7329363002805,2963.0983847057355,815.0695534832419,-0.1186513443164399,0.16527071517347458,1.3791701180439971e-05,9.50084425204398e-06,2874.9454858262125,1020.7690352271151,50450.63997651786,366.1227024670498,0.007257047732941759,2545267015.4133854,2.415325769695394e-05,2.3292545432483948e-05,0.9643645476204835,0.00687584151248174
validation,5001,0.1,ID_baseline,19,1.9000000000000001,0.6385647090654514,0.6127393874499072,21101.39009982891,20366.43743102715,11321.124265115683,-0.40229043433984246,0.4621817427929715,1.6324544309347786e-05,1.0505615757297615e-05,20333.121666168416,9913.758723952093,47581.996358623524,332.0944120935307,0.0069794131711193655,2264046561.0050635,2.7769844321382254e-05,2.6830160066645403e-05,0.9661617024617847,0.027208180136052657
validation,5001,0.1,ID_baseline,20,2.0,0.46182269924315755,0.44675747790151665,11009.814823668821,10775.199301021621,3792.8024754201488,-0.27796808789696303,0.34975132047188956,1.995686808338049e-05,1.1757664389435907e-05,10403.935860062355,3871.6625056733674,45022.797340671204,299.65630465162707,0.00665565718594152,2027052592.725149,3.2794124207404715e-05,3.17145324728164e-05,0.9670797205084516,0.016206061747585127
validation,5002,0.1,SR-EKF,1,0.1,3.1703267841686227,2.6245401486058753,1500765.5269778492,8894585.431070985,1533.599828376446,1.9438434854894902,-1.7634294699715727,5.110285168535522e-07,7.734161899633864e-06,402071.1663291448,7393966.034116174,151257.02188063154,1398.8645295091287,0.00924826174756422,22878736314.6945,0.10331907076158994,8.245190416487414e-06,7.98031801458348e-05,1.4190671359525726
validation,5002,0.1,SR-EKF,2,0.2,0.9116073270118111,0.49187829998254884,60297.614875656596,40173.117666535756,26577.650437557415,-0.0182006745982618,0.49154145037615143,4.226962528848144e-06,6.712646860242829e-06,35993.7000215069,78.36940913741259,54322.58065011217,409.93441195676735,0.007546298556711166,2950942054.0869355,2.348611948614253e-05,1.0939609389090972e-05,0.46579041699696916,0.5773396847975627
validation,5002,0.1,SR-EKF,3,0.30000000000000004,0.5727698953048052,0.5428431887864493,58863.32913138013,58522.57354110279,349.4800050457241,-0.014620166990958807,0.5426462736709773,3.085763129529906e-06,5.66748896630175e-06,51956.868390896336,69.26950445353357,61050.84928861683,483.0030842035343,0.007911488371277942,3727205531.0566554,1.8647057229363524e-05,8.753252095831656e-06,0.4694173449549942,0.05873731622683315
validation,5002,0.1,SR-EKF,4,0.4,0.9186115853175176,0.47541925047318195,78858.54073136272,76342.4025551068,21146.327715506894,0.46965230934935176,-0.0738252805162497,3.2755424795256583e-06,5.354344876766509e-06,1017.8970852162065,67339.46912791103,58991.038935657714,460.9192588237446,0.007813377542417505,3479942780.4278145,1.8600889442282495e-05,8.629887356292166e-06,0.46395025265163886,0.45876480591757557
validation,5002,0.1,SR-EKF,5,0.5,0.7762537798146859,0.394805643819464,47415.71968439772,40171.30547350856,12835.80233136397,0.38851682688475425,-0.07018669118218504,4.790550518146618e-06,5.982561231243717e-06,823.4218470471562,31508.97254935875,50464.99623564839,366.28888997414697,0.007258276375643542,2546715885.1479177,2.3092308316116963e-05,1.0773111749390334e-05,0.4665238139866419,0.39734505191505876
validation,5002,0.1,SR-EKF,6,0.6000000000000001,0.7145828858437878,0.35389966296803266,31316.1674052112,24167.55117496514,8897.432189735342,0.3453929798816686,-0.07712756250101771,7.004410541592152e-06,7.1690007281066054e-06,829.7754628516387,17031.598853773336,44542.28100416074,293.2094081815244,0.006582720991637932,1984014706.290772,2.9935540617476845e-05,1.4173411269698755e-05,0.4734643496441181,0.3744337022786236
validation,5002,0.1,SR-EKF,7,0.7000000000000001,0.405405500052424,0.20373689226718567,18705.91819847529,15876.848769932434,2902.324293435045,0.18649535958883828,0.08202561869636048,1.0969989992447503e-05,9.329281671905696e-06,721.1918729801145,3170.5151209905757,40768.956454672276,231.31708218051028,0.005673853399649637,1662108059.7020755,4.393132666137486e-05,2.0299271664353197e-05,0.46206825987344124,0.26186364821995045
validation,5002,0.1,SR-EKF,8,0.8,4.3883381493918465,11.422413765316689,250451.37647162157,5166702.455396931,4216443.644576377,-9.408127994787828,6.477550760880671,1.7317007150546994e-05,1.2627717911068154e-05,3322743.203109497,5111326.200700597,40019.997859031486,200.19978806842778,0.005002493722603931,1601600313.0094235,9.03936652234517e-05,2.9944725061615145e-05,0.3312701723908668,15.792001010777778
validation,5002,0.1,SR-EKF,9,0.9,3.883062941345512,4.481010343259911,14963681846871.53,149635378746.65405,357369.0203426991,1.1510706061370495,4.330645466450652,3.91957543133342e-06,3.974841270412847e-06,4718299.142079112,338037.5154208905,51699.76726722751,380.4639058434291,0.007359102873265838,2672865356.924083,1.8247115656597126e-05,7.894416701746265e-06,0.43263915515831625,1.9234528393402928
validation,5002,0.1,SR-EKF,10,1.0,4.002252970738698,4.413529580404244,52564079797.673805,52564029610.549736,74719.68781742846,0.9706983526051858,4.305460261731938,4.512325812356353e-06,4.505925436476622e-06,4113913.6292161383,208818.09756959294,49042.42847332694,349.6413473452442,0.007129364475403297,2405159874.397773,2.0112656444105044e-05,9.018251248832975e-06,0.44838687887378476,0.9101051415729828
validation,5002,0.1,SR-EKF,11,1.1,3.733921827633248,4.206592481222349,38713158711.99318,38713056445.41795,108074.58503270434,0.959389586533908,4.0957284973892865,5.35362233253776e-06,5.346299289171442e-06,3137682.912421922,171926.28123123423,46157.99196679775,314.3790147452277,0.006810933520924525,2130560173.065025,2.2722541758279832e-05,1.06999216217092e-05,0.47089457401086177,1.1397549474278363
validation,5002,0.1,SR-EKF,12,1.2000000000000002,3.7212089974466327,4.122935273656228,27160090029.04399,27160041719.462692,51131.180275729304,0.7617441855489536,4.051955215268442,6.512079838967982e-06,6.503569446296617e-06,2524512.300839712,89104.28289675206,43484.25983775145,278.3976148609076,0.006402261781611674,1890881011.5344589,2.6278520385857122e-05,1.3015649285264596e-05,0.4952961237600542,0.8233575753295337
validation,5002,0.1,SR-EKF,13,1.3,3.8520548652792628,4.124224003850464,17697995970.05876,17697982424.200775,14044.994022697027,0.44404572396512604,4.100249630079202,8.178155909382235e-06,8.168039179284014e-06,2058272.08463982,24110.154802197616,41293.07615183277,242.50525512925,0.005872782503235389,1705118265.801682,3.149129380567418e-05,1.6346195088666246e-05,0.5190702925556189,0.4611812401353515
validation,5002,0.1,SR-EKF,14,1.4000000000000001,3.6210322364452403,3.8968921224431314,10158426741.433651,10158415659.96138,11089.282915454605,0.35164472798070173,3.8809939705238805,1.0625201405344367e-05,1.0612596953615277e-05,1419267.5237809413,11637.804310648175,40118.66672096916,210.48894354194533,0.005246658494558776,1609507324.2393515,4.012697959643649e-05,2.123779835895964e-05,0.5292648131643998,0.4576541566812302
validation,5002,0.1,SR-EKF,15,1.5,5.153196313503373,4.175202143433065,4422156189.245927,4422116923.160981,45000.1170744512,-0.31924471165878204,4.162979191949674,1.3018094898437946e-05,1.3000118071799837e-05,1333095.2578191934,7828.886386004763,40059.863869589724,206.5854428178671,0.005156918243416459,1604792659.7084582,5.854006581252165e-05,2.6018212970237783e-05,0.4444513788823332,1.2090566668134095
validation,5002,0.1,SR-EKF,16,1.6,6.830344996760841,5.335139158211344,513297954.7054491,516985802.35675335,16270.753473478144,-1.8130829160519848,5.017612995937459,8.679319266756535e-07,8.80789418406186e-07,28583949.410470877,3787474.0627072505,118274.64926330365,1068.069184737709,0.00903041515143256,13988881401.516571,0.00017484420571825548,1.7487213450818392e-06,0.010001597352901327,1.6146935785160081
validation,5002,0.1,SR-EKF,17,1.7000000000000002,4.663850938972941,4.986586594245646,13525033863028.871,135249630541.0402,28044.49924397789,-0.603591578098689,-4.9499215214747325,3.4724359730795783e-06,4.737918530861052e-06,5171410.801845484,104918.50561856755,52286.9663960719,387.1303550688564,0.007403955168030935,2733926470.276906,1.711930370038876e-05,8.210354503940628e-06,0.4795962877715745,0.4994629632642812
validation,5002,0.1,SR-EKF,18,1.8,4.751593521549283,4.986590231959368,257074317.1019191,257065151.80237693,13357.079752572796,-0.37786776249852866,-4.9722528189480615,4.091896339506947e-06,4.117129044404918e-06,6004984.985626168,34894.34582129449,50986.09805341894,372.29883032743834,0.007301967488027325,2599582312.755068,1.8819925647040192e-05,8.209025383911865e-06,0.4361879817098479,0.3763355247313485
validation,5002,0.1,SR-EKF,19,1.9000000000000001,3.7071567540305845,4.2123148495377,205433726.5843896,205266675.40494832,172224.72253250546,-1.0437588994608924,-4.0809513292162665,4.81573748879641e-06,4.833374062558854e-06,3445660.0163520286,226223.42740615073,47960.53886076658,336.69488984910896,0.00702024826757185,2300213109.497356,2.1096930443075223e-05,9.649111551355262e-06,0.45737040169853005,1.404058173016099
validation,5002,0.1,SR-EKF,20,2.0,4.661245144498105,4.761814969672439,158701453.66875166,158699775.4335764,1761.4238433461092,-0.12818152481874012,-4.76008942164868,5.880139291890341e-06,5.880979511501839e-06,3852836.293304026,2794.237090185534,44869.71269434966,297.6183116580917,0.006632944447080672,2013291082.4518497,2.438188283319314e-05,1.1761118803392178e-05,0.4823712296484651,0.1490819343277736
validation,5002,0.1,ID_baseline,1,0.1,3.1703267841686227,2.657196897560722,1500765.5269778492,1789227.2019870586,1533.599828376446,2.0801197233820727,-1.6534198767413004,1.4993883073467437e-05,1.717250873176258e-05,159196.150749176,288577.5514189392,151257.02188063154,1398.8645295091287,0.00924826174756422,22878736314.6945,0.10331907076158994,3.2166391805230014e-05,0.000311330634007098,1.2439291228986353
validation,5002,0.1,ID_baseline,2,0.2,0.8732694523287098,0.8550686549938092,69789.63978870658,68801.54495729225,4457.603302430429,-0.2637865495326771,0.813362810213601,2.958185568993174e-05,1.1787489380419781e-05,56123.83092683699,2352.2305173721193,63092.373627169574,504.7086487263485,0.0079995191131786,3980646843.490423,4.9084535513375905e-05,4.1369345070351514e-05,0.8428183059627417,0.08938635305621342
validation,5002,0.1,ID_baseline,3,0.30000000000000004,0.5920099780993231,0.5925470186530089,32704.03455248559,32702.242122240394,5.847493924176372,-0.006633549926378701,0.5925098862719032,2.7088412431346398e-05,1.1359036768854125e-05,30906.490794409023,1.6244578650477857,63907.232176778656,513.3288681737823,0.008032406516273844,4084135315.883051,4.5071817466312465e-05,3.844744920020052e-05,0.853026377934213,0.004093268151549652
validation,5002,0.1,ID_baseline,4,0.4,0.9551576598344849,0.8727182613323311,38071.06073690685,37554.32262771181,9278.407721450969,0.8215149759207016,-0.2945340523622628,2.7502021229895228e-05,1.0947992115517314e-05,7923.855542239497,24539.536567893265,61092.73744199338,483.4501410918524,0.007913381546388897,3732322948.42616,4.414726374990997e-05,3.8450013345412536e-05,0.8709489576347967,0.0902470498986979
validation,5002,0.1,ID_baseline,5,0.5,0.8724714597048584,0.8056479310585668,24840.260069360414,24350.456687936046,7308.553507268375,0.7621667073320317,-0.2610948085535185,3.241814469349543e-05,1.0729326937845882e-05,6353.660341278128,17918.918409970134,54692.900362777575,414.03860220007897,0.0075702440253445,2991313202.9590535,4.838046124630295e-05,4.314747163134131e-05,0.8918367150672518,0.0703670712678502
validation,5002,0.1,ID_baseline,6,0.6000000000000001,0.8771109868041952,0.8134098027694927,19181.923005742145,18643.633623722148,6377.905327925487,0.7674787288415119,-0.26946596819881025,4.0353023367909446e-05,1.0896038919584068e-05,6664.06467095237,14596.765002064289,49511.76908094028,355.17632175806153,0.007173573644226497,2451415082.8680525,5.677441412305183e-05,5.1249062287493506e-05,0.9026788400918981,0.06569989322130856
validation,5002,0.1,ID_baseline,7,0.7000000000000001,0.6901327740278498,0.6334461497952222,7554.860491400369,7150.38696293528,3812.0681836541603,0.6271054460555707,-0.08940237255148592,5.5205692849500846e-05,1.1849310540431463e-05,674.5358044725231,7123.563172092533,45048.56200636328,299.9979284575084,0.0066594340661780185,2029372908.1852589,7.401245279612904e-05,6.70550033899323e-05,0.9059962324804803,0.056704011693377826
validation,5002,0.1,ID_baseline,8,0.8,4.863715865164787,3.1605794362008597,568826.9334305376,463313.8046236147,2056002.8084789864,1.9164493772389342,-2.5132616570934765,8.700772180731993e-05,1.5908787128304316e-05,397043.7284799792,42212.09496385767,41704.48962148568,250.1795579943449,0.005998863917650133,1739264672.541596,0.0001147253455009971,0.00010291650893562424,0.8970686336676125,1.9575653027277071
validation,5002,0.1,ID_baseline,9,0.9,1.1159059423470021,1.0537968553984807,62567.251215286575,57697.27026461921,90469.75327013168,0.7708735300914973,-0.718499695930346,1.0990023588575437e-05,9.44612955720911e-06,54651.14679249911,54071.40345116899,50137.389799869125,362.4879133461513,0.007229891998627689,2513757470.5612316,2.1088155099592304e-05,2.0436153145784545e-05,0.9690820770840991,0.062227025556237006
